folder,final_status_v11,fp_shard,fp_verdict,fp_rationale,xv1_slice,xv1_verdict,p2_slice,p2_verdict,p2_rationale,p2_hf_evidence,i_personally_read
seamless_m4t,partial,13,partial,Conformer speech encoder uses relative-position attention (Transformer-XL style) and rotary positional embeddings; the r,partial_b,confirm_partial,slice_5,confirm_partial,Audio Conformer encoder + TTS HifiGan + variance predictor are bespoke and not in kb-nano.,modeling_seamless_m4t.py:444 — class SeamlessM4TConformerSelfAttention; modeling_seamless_m4t.py:378 — class SeamlessM4TConformerConvolutionModule (LN+pointwise+GLU+depthwise+activation+pointwise); mo,yes
seamless_m4t_v2,partial,13,partial,SeamlessM4Tv2 = SeamlessM4T variant with NAR text-to-unit decoder using char-level conv-pos plus duration predictor. Sam,partial_a,confirm_partial,slice_5,confirm_partial,"Same audio Conformer + TTS vocoder gaps as v1, plus v2 adds NAR decoding.",models/seamless_m4t_v2/modeling_seamless_m4t_v2.py — extends seamless_m4t with v2 changes (NAR-style decoder); Inherits SeamlessM4T Conformer + HifiGan + VariancePredictor with v2 modifications,no
seed_oss,composable,13,composable,Plain Llama variant with SwiGLU MLP + GQA attention + RMSNorm + RoPE + residual dropout. All compute classes map cleanly,,-,,-,,,no
segformer,composable,13,composable,SegFormer = MiT (Mix Transformer) backbone with overlap patch embed + efficient self-attention with sequence reduction (,,-,,-,,,no
seggpt,composable,13,composable,"SegGpt is ViT-style with windowed attention + decomposed relative position embeddings (MViTv2). All compute (Linear, Con",,-,slice_8,confirm_composable,"ViT with decomposed (rel_pos_h, rel_pos_w) MViT-v2-style relative position embeddings added to attention scores. The bia","modeling_seggpt.py:209 — class SegGptAttention (qkv = nn.Linear(hidden_size, hidden_size*3)); modeling_seggpt.py:233 — self.rel_pos_h/rel_pos_w = nn.Parameter (decomposed 2D rel-pos); modeling_seggpt.",no
sew,composable,13,composable,SEW = Wav2Vec2-derived speech encoder with squeezed conv embedding + standard transformer encoder. Conv1d feature encode,composable,confirm_composable,,-,,,no
sew_d,partial,13,partial,SEW-D = SEW + DeBERTa-v2 disentangled self-attention. The disentangled attention (content-to-position + position-to-cont,partial_b,confirm_partial,slice_5,confirm_partial,DeBERTa-v2 disentangled attention machinery and custom autograd ops have no kb-nano analogue.,modeling_sew_d.py:626 — class DisentangledSelfAttention (content-content + content-position + position-content cross terms); modeling_sew_d.py:453 — class XSoftmax(torch.autograd.Function); modeling_s,no
shieldgemma2,composable,,?,,,-,slice_7,composable,Pure wrapper class around AutoModelForImageTextToText (a Gemma3-derived image-text-to-text model). All compute is delega,modeling_shieldgemma2.py:26 — from ..auto import AutoModelForImageTextToText; modeling_shieldgemma2.py:52 — self.model = AutoModelForImageTextToText.from_config(config=config); modeling_shieldgemma2.p,no
siglip,composable,13,composable,SigLIP vision/text encoder with standard non-causal MHA + GELU MLP + LayerNorm. Maps directly to siglip_attention.py + s,,-,slice_8,confirm_composable,Standard SigLIP. SiglipMultiheadAttentionPoolingHead uses nn.MultiheadAttention with a learned probe — this matches kb-n,modeling_siglip.py:252 — class SiglipAttention (k_proj/v_proj/q_proj/out_proj = nn.Linear); modeling_siglip.py:312 — class SiglipMLP (fc1+ACT+fc2); modeling_siglip.py:626 — class SiglipMultiheadAttent,no
siglip2,kb_nano_l4,13,kb_nano_l4,Existing L4 pipeline at tasks/baseline/L4/siglip2.py implements SigLIP-2 NaFlexVit SO400M vision encoder. Same family.,l4,confirm_l4,,-,,,no
slanet,partial,13,partial,Table-structure recognition pipeline using PP-LCNet conv backbone + CSP-PAN neck + SLA head with attention GRU decoder. ,partial_a,confirm_partial,slice_5,confirm_partial,GRU cell missing; CSP-PAN backbone is not directly in kb-nano (yolov10 backbone differs).,modeling_slanet.py:92 — class SLANetAttentionGRUCell (GRU cell); modeling_slanet.py:139 — class SLANetSLAHead (autoregressive head with GRU); modeling_slanet.py:262 — class SLANetBottleneck; modeling_,no
slanext,partial,13,partial,SLANeXt = next-gen table recognition with ViT-style vision encoder + nn.GRUCell-based AttentionGRUCell SLA decoder head.,partial_b,confirm_partial,slice_5,confirm_partial,Both the GRU cell and the SAM-style 2D rel-pos vision attention are missing.,"modeling_slanext.py:43 — class SLANeXtVisionAttention with rel_pos_h, rel_pos_w (SAM-style 2D decomposed rel pos); modeling_slanext.py:176 — class SLANeXtAttentionGRUCell; modeling_slanext.py:269 — cl",no
smollm3,composable,13,composable,SmolLM3 is a Llama-family decoder with NoPE-per-layer + optional sliding window attention. SmolLM3Attention overrides fo,,-,,-,,,no
smolvlm,composable,13,composable,SmolVLM = Idefics3 derived; uses LlamaAttention/llama_mlp text decoder + SiglipVisionTransformer-derived vision encoder.,,-,slice_8,confirm_composable,Inherits Idefics3 components (siglip vision + llama-text). Composable.,modular_smolvlm.py:69 — class SmolVLMVisionTransformer(Idefics3VisionTransformer); modular_smolvlm.py:106 — class SmolVLMModel(Idefics3Model); modular_smolvlm.py:282 — class SmolVLMForConditionalGener,no
solar_open,partial,13,composable,SolarOpen = GLM4-MoE backbone with shared-expert MoE + Llama attention (no QK norm) + SwiGLU. Maps to L2/shared_expert_m,composable,confirm_composable,,-,v12: demoted to partial — partial-rotary consistency,,no
speech_encoder_decoder,composable,13,composable,Generic encoder-decoder wrapper: speech encoder (e.g. wav2vec2/whisper) + text decoder (e.g. BART/MBart). All compute is,,-,,-,,,no
speech_to_text,composable,13,composable,Speech2Text = MBart-style encoder-decoder with Conv1d subsampler input + sinusoidal positional embed + standard MHA. Map,,-,,-,,,no
speecht5,partial,13,partial,SpeechT5 = unified speech/text encoder-decoder + HiFi-GAN vocoder. Encoder uses relative-position attention (Transformer,partial_a,confirm_partial,slice_5,confirm_partial,"BatchNorm1d (postnet), HifiGan vocoder, and relative positional encoding gaps.",modeling_speecht5.py:425 — class SpeechT5RelativePositionalEncoding; modeling_speecht5.py:740 — class SpeechT5SpeechDecoderPostnet (BatchNorm Conv1d stack); modeling_speecht5.py:837 — class SpeechT5At,no
splinter,composable,13,composable,Splinter = BERT-style encoder + Question-Aware Span Selection head. SelfAttention/SelfOutput/Intermediate/Output mirror ,,-,,-,,,no
squeezebert,composable,13,composable,SqueezeBERT replaces BERT's Linear projections with grouped nn.Conv1d (NCW layout). All compute primitives (Conv1d with ,composable,confirm_composable,slice_8,confirm_composable,Replaces Linear with grouped Conv1d (kernel_size=1) for QKV — that is mathematically a grouped Linear. kb-nano Conv1d su,"modeling_squeezebert.py:106 — class SqueezeBertLayerNorm (nn.LayerNorm sub with NCW <-> NWC permutes); modeling_squeezebert.py:172 — self.query = nn.Conv1d(..., kernel_size=1, groups=q_groups); modeli",no
stablelm,partial,14,partial,Llama-style decoder with partial-rotary RoPE and per-head LayerNorm (StableLmLayerNormPerHead) plus parallel-residual de,partial_b,confirm_partial,slice_5,confirm_partial,Decoder uses LayerNorm + per-head LayerNorm + partial-rotary; kb-nano L2/attention.py covers none of those knobs.,modeling_stablelm.py:175 — class StableLmLayerNormPerHead (per-head LayerNorm); modeling_stablelm.py:229 — class StableLmAttention; modeling_stablelm.py:249 — self.rotary_ndims = int(self.head_dim * c,no
starcoder2,composable,14,composable,Mistral-derived decoder with sliding-window attention and a non-SwiGLU two-layer MLP (fc1+act+fc2 with bias); maps to Ll,,-,,-,,,no
superglue,partial,14,partial,Keypoint-matching GNN built on a BERT-style attention block with BatchNorm1d MLPs and a Sinkhorn final assignment; vanil,partial_a,confirm_partial,slice_6,confirm_partial,BatchNorm1d for keypoint MLP and the Sinkhorn iterative OT solver are fallbacks via torch ops; the BERT-style attention ,modeling_superglue.py:192 — self.batch_norm = nn.BatchNorm1d(out_channels); modeling_superglue.py:70-96 — log_sinkhorn_iterations: torch.logsumexp loop on log cost matrix; modeling_superglue.py:235 — ,no
superpoint,composable,14,partial,Pure-conv keypoint detector (SuperPoint VGG-style encoder + score/descriptor decoders). Conv2d/ReLU/MaxPool2d are all in,partial_b,confirm_partial,slice_6,promote_to_composable,SuperPoint is a pure CNN keypoint detector; every primitive maps to existing L1 ops. No bespoke kernel needed.,"modeling_superpoint.py:115 — nn.Conv2d, nn.ReLU, nn.MaxPool2d in SuperPointConvBlock; modeling_superpoint.py:229 — nn.functional.softmax + simple_nms (custom python NMS); modeling_superpoint.py:294 — ",yes
swiftformer,partial,14,partial,"Hybrid CNN+attention image classifier. Patch embed and conv encoder rely on Conv2d+BatchNorm2d (in kb-nano), but SwiftFo",partial_a,confirm_partial,slice_6,confirm_partial,Stays partial: the additive-attention variant is realised via torch matmul/softmax fallback; no fused kb-nano kernel exi,"modeling_swiftformer.py:184 — class SwiftFormerEfficientAdditiveAttention: w_g, F.normalize on Q/K, query @ w_g softmax, sum reduction; modeling_swiftformer.py:49 — nn.BatchNorm2d (kb-nano has batch_n",no
swin,partial,14,partial,Hierarchical Swin Transformer V1 with windowed attention and an additive learned relative position bias (table indexed b,partial_b,confirm_partial,slice_6,confirm_partial,Swin v1's attention uses a discrete learned bias table indexed by relative_position_index; kb-nano only has Swin v2's CP,"modeling_swin.py:398 — self.relative_position_bias_table = nn.Parameter(torch.zeros((2*W-1)*(2*W-1), num_heads)); modeling_swin.py:434 — attention_scores = attention_scores + relative_position_bias.un",no
swin2sr,composable,14,partial,Swin2SR adopts the SwinV2 windowed attention with cosine + continuous-position-bias (CPB) for super-resolution; the per-,partial_a,confirm_partial,slice_6,promote_to_composable,Swin2SR is Swinv2 attention re-skinned for super-resolution; existing kb-nano Swinv2 kernel covers it. Upsampler heads (,"modeling_swin2sr.py:244 — self.logit_scale = nn.Parameter(torch.log(10*torch.ones((num_heads,1,1)))); modeling_swin2sr.py:246 — continuous_position_bias_mlp = Sequential(Linear(2,512), ReLU, Linear(51",yes
swinv2,kb_nano_l4,14,kb_nano_l4,L4/swinv2.py is the dedicated kb-nano pipeline for SwinV2 (timm swinv2_large_window12_192 reference); it composes L2/swi,l4,confirm_l4,,-,,,yes
switch_transformers,partial,14,partial,T5 with a top-1 router-based MoE FFN (capacity-limited). Self/cross-attention and dense FFN map to T5 kernels (encoder-o,partial_b,confirm_partial,slice_6,confirm_partial,T5 cross-attention missing and Switch's loop-based expert dispatch falls back to torch primitives.,"modeling_switch_transformers.py:225 — class SwitchTransformersAttention: T5-style with relative_attention_bias, used for both self & cross; modeling_switch_transformers.py:452 — class SwitchTransforme",no
t5,partial,14,partial,"T5 encoder-decoder. The encoder side (T5LayerNorm, T5DenseActDense / T5DenseGatedActDense, T5LayerSelfAttention with rel",partial_a,confirm_partial,slice_6,confirm_partial,"Encoder-only path is composable via L4/t5_encoder.py, but full encoder-decoder path (T5ForConditionalGeneration) is part","modeling_t5.py:140 — class T5Attention: shared self/cross attention with relative_attention_bias; modeling_t5.py:367 — class T5LayerCrossAttention(nn.Module): self.EncDecAttention = T5Attention(..., h",yes
t5gemma,partial,14,partial,T5-style encoder-decoder built atop Gemma2 (RMSNorm + GeGLU MLP + Gemma2 RoPE + sliding-window self-attn). Self-attn map,partial_b,confirm_partial,slice_6,confirm_partial,Decoder-with-cross-attn variant is not in kb-nano with Gemma logit-softcap; falls back to torch eager attention.,modeling_t5gemma.py:244 — class T5GemmaSelfAttention: q/k/v projections + RoPE + GQA + softcap + sliding window — Llama/Gemma-style; modeling_t5gemma.py:318 — class T5GemmaCrossAttention: separate kv ,no
t5gemma2,partial,14,partial,Encoder-decoder built atop Gemma3 with a custom T5Gemma2MergedAttention that fuses self+cross attention by concatenating,partial_a,confirm_partial,slice_6,confirm_partial,Merged self+cross attention pattern not in kb-nano; falls back to torch eager.,modeling_t5gemma2.py:253 — class T5Gemma2SelfAttention; modeling_t5gemma2.py:332 — class T5Gemma2MergedAttention: merges self & cross attention computation; modeling_t5gemma2.py:589 — T5Gemma2MultiMod,no
table_transformer,partial,14,partial,DETR-style enc-dec object detector: ResNet-with-FrozenBN backbone + sinusoidal/learned pos embed + cross-attended decode,partial_b,confirm_partial,slice_6,confirm_partial,DETR-pattern attention (with object query + cross + 2D sine pos) is not a kb-nano L2 kernel; falls back to torch eager.,modeling_table_transformer.py:129 — class TableTransformerFrozenBatchNorm2d (DETR-style frozen BN); modeling_table_transformer.py:269 — class TableTransformerSinePositionEmbedding (2D sine pos enc); m,no
tapas,partial,14,partial,BERT-derived encoder for tabular question answering with extra token-type embeddings (one per table-structure feature) a,partial_a,confirm_partial,slice_6,confirm_partial,BERT body composable; embeddings require custom segment-reduction ops via torch fallback.,"modeling_tapas.py:113 — first_position_per_segment = reduce_min(position_ids, full_index)[0]; modeling_tapas.py:115 — first_position = gather(first_position_per_segment, full_index); modeling_tapas.py",no
textnet,composable,14,composable,Pure-conv text-detection backbone: TextNetConvLayer (Conv2d+BN+act) and TextNetRepConvLayer (re-parameterizable conv blo,,-,,-,,,no
time_series_transformer,partial,14,partial,Probabilistic forecasting transformer (BART-style enc-dec) with std/mean scalers and lagged-features input; attention is,partial_b,confirm_partial,slice_6,confirm_partial,Probabilistic forecasting head + scalers + cross-attn ensemble has no kb-nano counterpart.,modeling_time_series_transformer.py:82 — class TimeSeriesStdScaler (mean/std normalization); modeling_time_series_transformer.py:117 — class TimeSeriesMeanScaler; modeling_time_series_transformer.py:3,no
timesfm,partial,14,unsupported,TimesFM forecasting decoder uses learnable per-dimension query scaling (softplus(scaling) * 1.4427/sqrt(d_h)) inside att,partial_a,confirm_partial,slice_6,confirm_partial,Per-dim learnable Q scaling not supported; falls back to torch eager attention.,"modeling_timesfm.py:224 — self.scaling = nn.Parameter(torch.empty((self.head_dim,))); modeling_timesfm.py:232 — scale = F.softplus(self.scaling).mul(1.442695041 / sqrt(head_dim)); modeling_timesfm.py:",yes
timesfm2_5,partial,14,unsupported,TimesFM 2.5 keeps the per-dim learnable softplus query-scaling from v1 plus adds Q/K RMS-norms and standard NeoX RoPE; t,partial_b,confirm_partial,slice_6,confirm_partial,Inherits TimesFm's per-dim learnable scaling; not in kb-nano LlamaAttention.,modeling_timesfm2_5.py:275 — class TimesFm2_5Attention; modeling_timesfm2_5.py:139 — class TimesFm2_5RotaryEmbedding (NeoX-style); modeling_timesfm2_5.py:393 — class TimesFm2_5PositionalEmbedding,yes
timesformer,composable,14,composable,ViT-style video transformer with divided space-time attention. The attention block is plain QKV-Linear -> softmax(QK^T/s,,-,,-,,,no
timm_backbone,unsupported,14,unsupported,TimmBackbone is a thin wrapper around the external timm library (`import timm` + `timm.create_model`). All compute is de,unsupported,confirm_unsupported,slice_1,confirm_unsupported,Pure timm wrapper; no kb-nano alternative since kb-nano does not depend on timm. Confirm unsupported.,"modeling_timm_backbone.py:29 — import timm; modeling_timm_backbone.py:44 — requires_backends(self, ""timm""); modeling_timm_backbone.py:54 — backbone = timm.create_model(; modeling_timm_backbone.py:101 ",yes
timm_wrapper,unsupported,14,unsupported,TimmWrapperModel is a Transformers wrapper around an arbitrary timm.create_model classifier; entire forward is delegated,unsupported,confirm_unsupported,slice_1,confirm_unsupported,External timm dependency. Confirm unsupported.,"modeling_timm_wrapper.py:63 — model = timm.create_model(; modeling_timm_wrapper.py:73 — f""The model architecture '{config.architecture}' is not supported in your version of timm ({timm.__version__}). ",yes
trocr,partial,14,partial,BART-style decoder for OCR (TrOCRDecoder + TrOCRForCausalLM) with sinusoidal/learned pos embed and BART attention (bmm-f,partial_a,confirm_partial,slice_6,confirm_partial,"BART-style decoder with cross attention is mostly mapped, but TrOCR's flexible kdim/vdim and weights-tied encoder coupli","modeling_trocr.py:138 — class TrOCRAttention: BART-style with kdim/vdim params, scale applied externally to q_proj output; modeling_trocr.py:78 — TrOCRSinusoidalPositionalEmbedding; modeling_trocr.py:",no
tvp,partial,14,partial,Video grounding model: vision backbone (ResNet via load_backbone) + text+visual BERT-style encoder + temporal prompt + I,partial_b,confirm_partial,slice_6,demote_to_unsupported,"Cannot run TVP without a configurable image backbone; kb-nano lacks the AutoBackbone abstraction. Unsupported, not parti",modeling_tvp.py:138 — self.backbone = load_backbone(config) (AutoBackbone via timm/etc.); modeling_tvp.py:163 — grid_feat_outputs = self.backbone(pixel_values)['feature_maps'][0]; modeling_tvp.py:551 ,yes
udop,partial,14,partial,"UDOP is T5 with extra UdopCellEmbeddings + Relative-Position-Bias{1D, Horizontal, Vertical} for document layout, and ful",partial_a,confirm_partial,slice_6,confirm_partial,T5 cross-attn missing AND document-layout 2D biases bespoke; falls back to torch eager.,modeling_udop.py:217 — UdopPatchEmbeddings (Conv2d patch embed for image input); modeling_udop.py:431 — class UdopAttention (T5-style; self+cross); modeling_udop.py:660 — UdopLayerCrossAttention; mode,no
umt5,partial,14,partial,UMT5 = T5 with per-layer (not first-layer-only) relative attention bias. Self-attention + dense FFN + T5 layer-norm map ,partial_b,confirm_partial,slice_6,confirm_partial,Encoder composable; full encoder-decoder needs cross-attn that t5_attention.py does not have.,modeling_umt5.py:151 — class UMT5Attention (T5-style with relative_attention_bias); modeling_umt5.py:354 — class UMT5LayerCrossAttention; modeling_umt5.py:80 — UMT5DenseActDense + UMT5DenseGatedActDen,no
unispeech,partial,14,partial,"Wav2Vec2-derived speech encoder: stacked Conv1d feature extractor (with weight-norm conv-pos-embed), BART-style attentio",partial_a,confirm_partial,slice_6,confirm_partial,"Inference subset composable, but UniSpeechForPreTraining (Gumbel quantizer) and weight-norm conv require torch fallback.",modeling_unispeech.py:93 — class UniSpeechPositionalConvEmbedding: nn.Conv1d wrapped in weight_norm parametrization; modeling_unispeech.py:294 — class UniSpeechAttention: BART-style scaled dot-product,no
unispeech_sat,partial,14,partial,"UniSpeech-SAT is the speaker-aware variant of UniSpeech inheriting the same Wav2Vec2 stack (weight-norm Conv1d pos, conv",partial_b,confirm_partial,slice_6,confirm_partial,Same as unispeech: pretraining gumbel quantizer + weight-norm parametrization fall back to torch.,modeling_unispeech_sat.py:99 — UniSpeechSatPositionalConvEmbedding (weight_norm Conv1d); modeling_unispeech_sat.py:300 — class UniSpeechSatAttention: BART-style; modeling_unispeech_sat.py:664 — class ,no
univnet,partial,15,unsupported,Location-variable convolution (LVC) and weight_norm parametrization with custom einsum-based pooling-conv have no kb-nan,partial_a,confirm_partial,slice_6,confirm_partial,LVC waveform generation is bespoke; falls back to a chain of torch unfold/pad/einsum ops with no fused kernel.,"modeling_univnet.py:269 — def location_variable_convolution: unfold + einsum('bildsk,biokl->bolsd') with dynamic per-sample kernel; modeling_univnet.py:98 — UnivNetKernelPredictor: produces conv kerne",yes
upernet,composable,15,composable,UperNet semantic segmentation head built from Conv2d + BatchNorm2d + ReLU + AdaptiveAvgPool2d + bilinear interpolate; al,composable,confirm_composable,,-,,,no
uvdoc,composable,15,composable,Pure Conv2d + BatchNorm2d + activation ResNet-style backbone with bridge dilated convolutions; PointPositions head uses ,,-,slice_8,confirm_composable,Pure Conv2d+BN+ReLU CNN: ResNet stages + dilated bridge + point-position head. No attention. All ops in kb-nano L1.,modeling_uvdoc.py:38 — class UVDocConvLayer (Conv2d + BatchNorm2d + activation); modeling_uvdoc.py:75 — class UVDocResidualBlock (3x3 dilated convs + downsample); modeling_uvdoc.py:194 — class UVDocBr,no
vaultgemma,composable,15,composable,Modular re-export of Gemma2 components (RMSNorm + SwiGLU MLP + GQA attention + sliding-window decoder layer); maps to ge,,-,,-,,,no
vibevoice_acoustic_tokenizer,composable,15,composable,ConvNext-1d encoder/decoder with CausalConv1d + CausalConvTranspose1d + RMSNorm + simple FFN; all primitives in kb-nano ,,-,,-,,,no
vibevoice_asr,composable,15,composable,ASR wrapper composing acoustic+semantic tokenizers (VibeVoice acoustic tokenizer composable) with a multimodal projector,composable,confirm_composable,,-,,,no
video_llama_3,composable,15,composable,Vision encoder is Siglip-style with separate Q/K/V + 2D vision RoPE + cu_seqlens varlen attention; LM extends Qwen2VL. A,,-,,-,,,no
video_llava,composable,15,composable,Pure wrapper: vision tower (CLIP-style) + multimodal projector (Linear+act+Linear) + Llama LM. All primitives exist in k,,-,,-,,,no
videomae,composable,15,composable,"ViT-clone (separate Q/K/V dense attention, fc1+GELU+fc2 MLP, layernorm). Pre-/post-norm decoder for masked image modelin",,-,,-,,,no
videomt,composable,15,composable,Inference path is DINOv2/EoMT-style ViT encoder (separate Q/K/V attention + fc1+GELU+fc2 or SwiGLU MLP). Hungarian match,composable,confirm_composable,,-,,,no
vilt,composable,15,composable,"BERT/ViT-style encoder for vision-and-language transformer (separate Q/K/V SDPA, fc1+GELU+fc2 MLP, LayerNorm). All primi",,-,,-,,,no
vipllava,composable,15,composable,Pure wrapper: CLIP vision tower + multimodal projector (LayerNorm + Linear + act + Linear) + Llama LM. All primitives pr,,-,slice_8,confirm_composable,Inherits Llava with a different multi-modal projector (LayerNorm + Linear + ACT + Linear over concat-of-multi-layer feat,modular_vipllava.py:46 — class VipLlavaMultiModalProjector; modular_vipllava.py:50 — self.projector_layernorm = nn.LayerNorm(...); modular_vipllava.py:54 — self.linear_1 = nn.Linear(...); self.act = A,no
vision_encoder_decoder,composable,15,composable,Pure wrapper that composes any vision encoder (ViT-like) with any text decoder (BART/T5/GPT2-like). No own kernel.,,-,,-,,,no
vision_text_dual_encoder,composable,15,composable,CLIP-style dual-encoder wrapper with logit_scale; composes any vision + text encoder. No own kernel.,composable,confirm_composable,,-,,,no
visual_bert,composable,15,composable,BERT-style encoder over text + visual feature embeddings. Standard BERT attention (separate Q/K/V SDPA) + fc1+GELU+fc2 +,,-,,-,,,no
vit,composable,15,composable,"Standard ViT: separate Q/K/V dense attention (encoder_attention.py), fc1+GELU+fc2 MLP (encoder_mlp.py), LayerNorm. Patch",,-,,-,,,no
vit_mae,composable,15,composable,"ViT-clone (separate Q/K/V SDPA, fc1+GELU+fc2 MLP) used for masked autoencoder pretraining. Decoder mirrors encoder struc",,-,,-,,,no
vit_msn,composable,15,composable,ViT-clone for self-supervised masked siamese networks; identical encoder structure to ViT (Copied-from comments confirm),composable,confirm_composable,slice_8,confirm_composable,Standard ViT bidirectional encoder (q/k/v Linear + GELU FFN + LayerNorm). Sibling-class wrapper pattern (ViTMSNAttention,"modeling_vit_msn.py:196 — class ViTMSNSelfAttention (query/key/value = nn.Linear, is_causal=False); modeling_vit_msn.py:270 — class ViTMSNAttention (wraps SelfAttention); modeling_vit_msn.py:287 — cla",no
vitdet,composable,15,composable,Vit detection backbone with fused QKV + decomposed relative position bias + windowed attention + ResNet bottleneck block,,-,,-,,,no
vitmatte,composable,15,composable,Image matting head: conv2d + batchnorm + relu + bilinear interpolate over a backbone's feature pyramid. All primitives i,,-,,-,,,no
vitpose,composable,15,composable,Pose estimation head over a ViT backbone. Decoders are Conv2d/ConvTranspose2d + BatchNorm + ReLU. All primitives present,,-,,-,,,no
vitpose_backbone,composable,15,composable,ViT backbone with a NaiveMoE variant (mask-and-multiply per expert iteration). Standard ViT attention + fc1+act+fc2 MLP ,composable,confirm_composable,,-,,,no
vits,partial,15,partial,"VITS TTS pipeline composes WaveNet + HiFi-GAN + normalizing-flow coupling (residual coupling, dilated depth-separable co",partial_b,confirm_partial,slice_6,confirm_partial,End-to-end TTS pipeline (text encoder + duration predictor + flow + vocoder) needs many bespoke kernels — falls back to ,modeling_vits.py:844 — class VitsAttention: emb_rel_k + emb_rel_v applied via _relative_position_to_absolute_position shifts; modeling_vits.py:466 — class VitsHifiGan (HiFi-GAN vocoder with weight-nor,yes
vivit,composable,15,composable,Video Vision Transformer = ViT-clone over tubelet patch embeddings. Same separate Q/K/V SDPA + fc1+GELU+fc2 MLP + LayerN,,-,,-,,,no
vjepa2,kb_nano_l4,15,kb_nano_l4,Existing L4 pipeline tasks/baseline/L4/vjepa2.py targets V-JEPA 2; uses L2/vjepa2_embeddings + L3/vjepa2_layer + L3/vjep,l4,confirm_l4,,-,,,no
voxtral,composable,15,composable,Voxtral = Whisper-style audio encoder (Qwen2Audio-derived) + multimodal projector + Llama LM. Whisper attention + Whispe,,-,slice_8,confirm_composable,Whisper-encoder-style audio (q/k/v/out_proj separate Linears) + Llama-family text via LlamaForCausalLM. All maps.,modular_voxtral.py:41 — class VoxtralAttention(Qwen2AudioAttention); modular_voxtral.py:45 — class VoxtralEncoderLayer(Qwen2AudioEncoderLayer); modeling_qwen2_audio.py:101 — class Qwen2AudioAttention ,no
voxtral_realtime,composable,15,composable,Voxtral-realtime = streaming audio encoder (CausalConv1d + Mistral-style attention with biased Q/V) + Mistral-derived te,,-,,-,,,no
wav2vec2,partial,16,partial,"BART-style enc-only attention is composable, but GumbelVectorQuantizer (gumbel_softmax / xlogy / argmax-onehot) and Wav2",partial_a,confirm_partial,slice_6,confirm_partial,"Inference path mostly composable but key features (weight-norm conv, gumbel quantizer) are torch fallbacks.",modeling_wav2vec2.py:326 — class Wav2Vec2PositionalConvEmbedding: nn.Conv1d wrapped via weight_norm parametrization; modeling_wav2vec2.py:466 — class Wav2Vec2Attention: BART-style scaled dot-product; ,no
wav2vec2_bert,partial,16,unsupported,Wav2Vec2BertSelfAttention is a Conformer attention with Transformer-XL relative bias (pos_bias_u/pos_bias_v) and a custo,partial_b,confirm_partial,slice_6,confirm_partial,Conformer architecture absent from kb-nano; falls back to torch primitives.,modeling_wav2vec2_bert.py:69 — class Wav2Vec2BertRelPositionalEmbedding (Transformer-XL relative); modeling_wav2vec2_bert.py:156 — class Wav2Vec2BertConvolutionModule: pointwise_conv1 + GLU + depthwis,yes
wav2vec2_conformer,partial,16,unsupported,Wav2Vec2ConformerSelfAttention implements Transformer-XL relative bias attention (linear_pos + pos_bias_u/v + rel-shift),partial_a,confirm_partial,slice_6,confirm_partial,Conformer architecture lacks kb-nano kernel; torch eager fallback.,modeling_wav2vec2_conformer.py:159 — class Wav2Vec2ConformerRelPositionalEmbedding; modeling_wav2vec2_conformer.py:360 — class Wav2Vec2ConformerConvolutionModule; modeling_wav2vec2_conformer.py:420 — ,yes
wavlm,partial,16,unsupported,WavLMAttention uses gated relative position bias (T5-style buckets gated by GRU-style projection of hidden states) and c,partial_b,confirm_partial,slice_6,confirm_partial,Bespoke gated relative attention + torch's multi_head_attention_forward fallback.,"modeling_wavlm.py:141 — self.gru_rel_pos_const = nn.Parameter(torch.ones(1, num_heads, 1, 1)); modeling_wavlm.py:142 — self.gru_rel_pos_linear = nn.Linear(head_dim, 8); modeling_wavlm.py:175 — gate_a,",yes
whisper,kb_nano_l4,16,kb_nano_l4,L4/whisper.py is a standalone Whisper encoder-decoder pipeline whose docstring states it implements WhisperForConditiona,l4,confirm_l4,,-,,,no
x_clip,composable,16,composable,X-CLIP is a CLIP variant for video: text/vision encoders are CLIP-style (LayerNorm + split-QKV attn + fc1/QuickGELU/fc2 ,composable,confirm_composable,,-,,,no
xcodec,composable,16,composable,Xcodec is a neural audio codec (semantic encoder + decoder + residual VQ) built from Conv1d / ConvTranspose1d / ELU and ,,-,,-,,,no
xglm,composable,16,composable,XGLM is BART-style encoder-decoder-style decoder with sinusoidal pos embeddings + standard MultiHead attn (separate Q/K/,,-,,-,,,no
xlm,composable,16,composable,XLM is encoder-only transformer with vanilla MultiHeadAttention (separate Q/K/V) + ReLU/GELU FFN + sinusoidal pos embedd,,-,,-,,,no
xlm_roberta,composable,16,composable,XLM-RoBERTa is BERT-derived in modular (RobertaPreTrainedModel/RobertaModel/RobertaForX); all classes reduce to BERT/RoB,composable,confirm_composable,,-,,,no
xlm_roberta_xl,composable,16,composable,XLM-RoBERTa-XL inherits from BERT (BertSelfAttention/BertCrossAttention/BertAttention/BertLayer/BertModel) with pre-norm,,-,,-,,,no
